Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree
403,WilksJeremy,,0,0.00019,0,0,0,0,6,0,6
404,jbdimascio,,6,0.000188,0,0,0,0,4,0,4
405,ChipDowning,,0,0.000188,0,0,0,0,3,0,3
406,Space_cOOp,,1,0.000188,0,0,0,0,3,0,3
407,AvWeekParis,,0,0.000188,0,0,0,0,3,0,3
408,marcosantana,,7,0.000188,0,0,0,0,3,0,3
409,JacquelynGill,,7,0.000188,0,0,0,0,2,0,2
410,MundoGEO,,6,0.000188,0,0,0,0,3,0,3
411,astro_carl,,2,0.000189,0,0,0,0,3,0,3
412,AlisonBLowndes,,1,0.000188,0,0,0,0,2,0,2
413,ImperfectSense,,1,0.000188,0,0,0,0,2,0,2
414,maartenzam,,2,0.000188,0,0,0,0,2,0,2
415,LatinasinSTEM,,7,0.000188,0,0,0,0,2,0,2
416,Firefly_Space,,4,0.002314,0,0,0,0,11,0,11
417,AACClydeSpace,,3,0.00019,0,0,0,0,8,0,8
418,SurreySatUS,,3,0.000189,0,0,0,0,4,0,4
419,SmallSat,,3,0.000191,0,0,0,0,5,0,5
420,GeospatialStuff,,0,0.000188,0,0,0,0,2,0,2
421,GeospatialXYZ,,0,0.000188,0,0,0,0,3,0,3
422,NGA_GEOINT,,6,0.00019,0,0,0,0,7,0,7
423,CelestialCess,,1,0.000188,0,0,0,0,2,0,2
424,rkerr46,,5,0.000188,0,0,0,0,2,0,2
425,AGUSciPolicy,,5,0.000188,0,0,0,0,3,0,3
426,JayAlver,,1,0.000188,0,0,0,0,2,0,2
427,Simberg_Space,,6,0.000188,0,0,0,0,2,0,2
428,CanadaInSpace,,0,0.00019,0,0,0,0,8,0,8
429,nyrath,,1,0.000188,0,0,0,0,2,0,2
430,bernszukalski,,0,0.000188,0,0,0,0,2,0,2
431,bradscriber,,1,0.000188,0,0,0,0,2,0,2
432,SpaceArtAl,,1,0.000191,0,0,0,0,9,0,9
433,SharonG,,1,0.000188,0,0,0,0,2,0,2
434,ricksternbach,,2,0.000189,0,0,0,0,2,0,2
435,Spaceboffins,,0,0.000188,0,0,0,0,3,0,3
436,maximaxoo,,0,0.000188,0,0,0,0,2,0,2
437,milesobrien,,2,0.002686,0,0,0,0,23,0,23
438,FAOForestry,,0,0.000188,0,0,0,0,2,0,2
439,AmericaSpace,,3,0.002212,0,0,0,0,13,0,13
440,carolynporco,,1,0.002816,0,0,0,0,11,0,11
441,PlanetDr,,5,0.000194,0,0,0,0,8,0,8
442,satispy,,7,0.000192,0,0,0,0,10,0,10
443,SurreySat,,3,0.000191,0,0,0,0,8,0,8
444,MayaJRodriguez,,3,0.000188,0,0,0,0,2,0,2
445,ChabotSpace,,5,0.000191,0,0,0,0,5,0,5
446,Jim_Bell,,5,0.000191,0,0,0,0,5,0,5
447,PlanetBye,,1,0.000188,0,0,0,0,3,0,3
448,ProfHughLewis,,6,0.000188,0,0,0,0,3,0,3
449,CopernicusEMC,,0,0.000189,0,0,0,0,5,0,5
450,ObservingSpace,,0,0.000189,0,0,0,0,7,0,7
451,eoportal,,0,0.000188,0,0,0,0,2,0,2
452,SpaceCampBoss,,1,0.000188,0,0,0,0,2,0,2
453,SpaceGurlEvie,,1,0.000189,0,0,0,0,4,0,4
454,HopInSpace,,0,0.000188,0,0,0,0,2,0,2
455,RocketLab,,6,0.002392,0,0,0,0,19,0,19
456,t_g_jones,,0,0.000188,0,0,0,0,2,0,2
457,TrimbleNews,,0,0.000188,0,0,0,0,2,0,2
458,GoGeomatics,,0,0.000188,0,0,0,0,3,0,3
459,ActingSecDef,,6,0.000194,0,0,0,0,8,0,8
460,pcigeomatics,,0,0.000188,0,0,0,0,2,0,2
461,cubesat,,3,0.00019,0,0,0,0,4,0,4
462,phalanx,,3,0.000188,0,0,0,0,4,0,4
463,NilsdotterK,,3,0.000188,0,0,0,0,2,0,2
464,Crow_T_Robot,,3,0.000188,0,0,0,0,3,0,3
465,RandomSpaceFact,,5,0.000192,0,0,0,0,8,0,8
466,PaulMarks12,,1,0.000189,0,0,0,0,5,0,5
467,mariella_moon,,7,0.000188,0,0,0,0,3,0,3
468,alias_amanda,,1,0.00019,0,0,0,0,7,0,7
469,housesciencegop,,3,0.00019,0,0,0,0,8,0,8
470,Peter_Grindrod,,1,0.000188,0,0,0,0,2,0,2
471,AstroGingerSnap,,5,0.000188,0,0,0,0,3,0,3
472,EmreKelly,,6,0.002305,0,0,0,0,11,0,11
473,paulosaelias,,7,0.000188,0,0,0,0,3,0,3
474,SpaceAgNicole,,5,0.000188,0,0,0,0,2,0,2
475,AirbusSpace,,0,0.002376,0,0,0,0,15,0,15
476,DrFunkySpoon,,3,0.000188,0,0,0,0,3,0,3
477,Bexwilx,,0,0.000188,0,0,0,0,2,0,2
478,Miquai,,5,0.000188,0,0,0,0,2,0,2
479,erichand,,5,0.000188,0,0,0,0,2,0,2
480,Lee_SalesLeader,,0,0.000188,0,0,0,0,2,0,2
481,jarimakinen,,1,0.000188,0,0,0,0,2,0,2
482,Astro_yyz,,0,0.000189,0,0,0,0,5,0,5
483,lauriecantillo,,4,0.000189,0,0,0,0,3,0,3
484,willgater,,1,0.000188,0,0,0,0,4,0,4
485,PeterKingCBS,,1,0.000188,0,0,0,0,3,0,3
486,USAID,,6,0.00019,0,0,0,0,7,0,7
487,UNDRR,,0,0.000188,0,0,0,0,4,0,4
488,MikeOkuda,,2,0.00019,0,0,0,0,6,0,6
489,VeronicaMcG,,4,0.000192,0,0,0,0,10,0,10
490,GallantRI,,1,0.000188,0,0,0,0,2,0,2
491,SpeakerPelosi,,2,0.000189,0,0,0,0,3,0,3
492,AlisonGIS,,0,0.000188,0,0,0,0,2,0,2
493,0mgould,,0,0.000188,0,0,0,0,2,0,2
494,rachel_a_barry,,1,0.000188,0,0,0,0,2,0,2
495,astro_timpeake,,4,0.002582,0,0,0,0,26,0,26
496,LeanderCampbell,,0,0.000188,0,0,0,0,2,0,2
497,drcrater,,0,0.000189,0,0,0,0,5,0,5
498,AlisonGraetting,,0,0.000188,0,0,0,0,2,0,2
499,Via_Satellite,,7,0.002347,0,0,0,0,20,0,20
500,devex,,7,0.000188,0,0,0,0,2,0,2
501,FNGhadaki,,7,0.000188,0,0,0,0,2,0,2
502,JerryBrownGov,,2,0.000189,0,0,0,0,3,0,3
503,LittleMsFossil,,1,0.000195,0,0,0,0,2,0,2
504,unredd,,0,0.000188,0,0,0,0,2,0,2
505,JamesGIS,,0,0.000188,0,0,0,0,2,0,2
506,GISdotcom,,0,0.000188,0,0,0,0,2,0,2
507,googlemaps,,0,0.000188,0,0,0,0,2,0,2
508,DOverview,,2,0.000188,0,0,0,0,2,0,2
509,doug_ellison,,5,0.000194,0,0,0,0,9,0,9
510,cirquelar,,5,0.000188,0,0,0,0,3,0,3
511,NateSilver538,,2,0.000189,0,0,0,0,3,0,3
512,spacecom,,0,0.002267,0,0,0,0,18,0,18
513,ApolloMapping,,0,0.000188,0,0,0,0,2,0,2
514,airspacemag,,0,0.002279,0,0,0,0,15,0,15
515,brianweeden,,3,0.000189,0,0,0,0,6,0,6
516,NASA_Langley,,4,0.002683,0,0,0,0,35,0,35
517,Astro_Mike,,4,0.002653,0,0,0,0,32,0,32
518,AirbusGroupInc,,1,0.000189,0,0,0,0,5,0,5
519,DLR_en,,4,0.002468,0,0,0,0,20,0,20
520,ReutersAero,,7,0.000191,0,0,0,0,9,0,9
521,AirbusCareers,,3,0.000191,0,0,0,0,8,0,8
522,jonostrower,,7,0.00019,0,0,0,0,7,0,7
523,LockheedMartin,,6,0.0025,0,0,0,0,25,0,25
524,MapStory,,0,0.000188,0,0,0,0,2,0,2
525,TheSpaceGal,,5,0.002397,0,0,0,0,15,0,15
526,TNG_S8,,2,0.000189,0,0,0,0,2,0,2
527,bradneuberg,,1,0.000188,0,0,0,0,2,0,2
528,astro_tim,,4,0.002508,0,0,0,0,26,0,26
529,NASEM_Ag,,0,0.000188,0,0,0,0,2,0,2
530,ISS101,,0,0.000196,0,0,0,0,10,0,10
531,UNLBigData,,0,0.000188,0,0,0,0,2,0,2
532,spaceguy87,,0,0.00019,0,0,0,0,7,0,7
533,AgShowcase,,7,0.000188,0,0,0,0,2,0,2
534,TerranOrbital,,7,0.000188,0,0,0,0,2,0,2
535,io9,,2,0.000192,0,0,0,0,8,0,8
536,flatoday_jdean,,6,0.002388,0,0,0,0,17,0,17
537,DanielMLeone,,0,0.002222,0,0,0,0,11,0,11
538,iheartcrowds,,7,0.000188,0,0,0,0,3,0,3
539,seanherron,,1,0.000188,0,0,0,0,4,0,4
540,rkrulwich,,1,0.000188,0,0,0,0,2,0,2
541,JadAbumrad,,1,0.000188,0,0,0,0,2,0,2
542,Radiolab,,4,0.00019,0,0,0,0,4,0,4
543,SciGuySpace,,4,0.002511,0,0,0,0,23,0,23
544,deimosimaging,,2,0.000189,0,0,0,0,3,0,3
545,SuperRichMedia,,7,0.000188,0,0,0,0,2,0,2
546,EsriGeoDev,,0,0.000188,0,0,0,0,2,0,2
547,AECOM,,3,0.000193,0,0,0,0,3,0,3
548,esriuk,,7,0.000188,0,0,0,0,2,0,2
549,Pomerantz,,4,0.002338,0,0,0,0,17,0,17
550,TheAlexKnapp,,3,0.000191,0,0,0,0,8,0,8
551,BlackSky_Inc,,3,0.00019,0,0,0,0,5,0,5
552,SpaceGeekiest,,6,0.000188,0,0,0,0,2,0,2
553,DescartesLabs,,0,0.000188,0,0,0,0,2,0,2
554,mirikramer,,0,0.002282,0,0,0,0,14,0,14
555,goonhillyorg,,7,0.00019,0,0,0,0,2,0,2
556,sedsusa,,6,0.002298,0,0,0,0,14,0,14
557,SpaceFrontier,,1,0.002328,0,0,0,0,19,0,19
558,calacademy,,4,0.000192,0,0,0,0,9,0,9
559,ESA_EO,,4,0.0023,0,0,0,0,13,0,13
560,geointer,,7,0.000188,0,0,0,0,3,0,3
561,NASAGoddardPix,,4,0.002491,0,0,0,0,21,0,21
562,CassiniSaturn,,4,0.002474,0,0,0,0,23,0,23
563,Philae2014,,5,0.002197,0,0,0,0,11,0,11
564,NASASolarSystem,,4,0.002602,0,0,0,0,29,0,29
565,NASAJuno,,4,0.002401,0,0,0,0,21,0,21
566,NASANewHorizons,,4,0.002552,0,0,0,0,25,0,25
567,dovesinspace,,3,0.000188,0,0,0,0,2,0,2
568,esascience,,4,0.002431,0,0,0,0,22,0,22
569,tsr,,3,0.000191,0,0,0,0,7,0,7
570,orbital_insight,,3,0.000188,0,0,0,0,3,0,3
571,BlackGirlsCode,,0,0.000188,0,0,0,0,2,0,2
572,hannah_kerner,,5,0.000188,0,0,0,0,2,0,2
573,Capoglou,,4,0.000188,0,0,0,0,3,0,3
574,jakeforsberg,,1,0.000188,0,0,0,0,2,0,2
575,spaceknow,,0,0.000188,0,0,0,0,2,0,2
576,theC100,,0,0.000188,0,0,0,0,2,0,2
577,HansRosling,,2,0.000188,0,0,0,0,2,0,2
578,UrtheCast,,0,0.000189,0,0,0,0,6,0,6
579,astrodigitalgeo,,3,0.000188,0,0,0,0,3,0,3
580,Betabrand,,0,0.000188,0,0,0,0,2,0,2
581,ulalaunch,,4,0.002811,0,0,0,0,38,0,38
582,USGSLandsat,,4,0.000192,0,0,0,0,6,0,6
583,USGS,,6,0.002436,0,0,0,0,15,0,15
584,NOAAResearch,,6,0.00019,0,0,0,0,4,0,4
585,NOAASatellites,,7,0.002585,0,0,0,0,24,0,24
586,SpireGlobal,,3,0.000189,0,0,0,0,5,0,5
587,schierholz,,4,0.000192,0,0,0,0,9,0,9
588,ccore1975,,0,0.000188,0,0,0,0,3,0,3
589,theNASEM,,1,0.00019,0,0,0,0,7,0,7
590,wapodavenport,,3,0.002283,0,0,0,0,11,0,11
591,pbdes,,7,0.002352,0,0,0,0,21,0,21
592,AstroSamantha,,4,0.002538,0,0,0,0,24,0,24
593,TheRealBuzz,,4,0.002591,0,0,0,0,33,0,33
594,astro_kjell,,4,0.002634,0,0,0,0,21,0,21
595,AstroTerry,,4,0.002432,0,0,0,0,20,0,20
596,astro_reid,,4,0.003167,0,0,0,0,30,0,30
597,TIPSci,,5,0.000188,0,0,0,0,2,0,2
598,MinorPlanetCtr,,4,0.000189,0,0,0,0,4,0,4
599,FT,,3,0.000189,0,0,0,0,3,0,3
600,VentureBeat,,1,0.000188,0,0,0,0,4,0,4
601,obrien,,7,0.000188,0,0,0,0,3,0,3
602,WomenWhoCode,,7,0.000188,0,0,0,0,3,0,3
603,apod,,4,0.002502,0,0,0,0,21,0,21
604,Consensys_Space,,3,0.002244,0,0,0,0,14,0,14
605,Cmdr_Hadfield,,4,0.002469,0,0,0,0,26,0,26
606,NASA_Landsat,,4,0.002243,0,0,0,0,11,0,11
607,OlegMKS,,4,0.002261,0,0,0,0,11,0,11
608,Astro_Alex,,4,0.002523,0,0,0,0,26,0,26
609,msbentley,,1,0.000188,0,0,0,0,3,0,3
610,TSKelso,,3,0.000188,0,0,0,0,2,0,2
611,ben_haldeman,,1,0.000188,0,0,0,0,2,0,2
612,astroEdLu,,4,0.000189,0,0,0,0,4,0,4
613,Zarya_Info,,5,0.000188,0,0,0,0,2,0,2
614,RocketToLulu,,5,0.000188,0,0,0,0,3,0,3
615,PlanetLabsGer,,7,0.000188,0,0,0,0,3,0,3
616,Maxar,,5,0.004257,0,0,0,0,12,0,12
617,terra_bella,,0,0.000188,0,0,0,0,3,0,3
618,tweetsoutloud,,2,0.002258,0,0,0,0,13,0,13
619,adoveinspace,,3,0.000188,0,0,0,0,2,0,2
620,Astro_Wakata,,4,0.00248,0,0,0,0,20,0,20
621,spacehack,,1,0.000188,0,0,0,0,4,0,4
622,debbiebere,,1,0.000188,0,0,0,0,2,0,2
623,AllPlanets,,5,0.000189,0,0,0,0,3,0,3
624,ESA_Rosetta,,0,0.002271,0,0,0,0,13,0,13
625,ericschmidt,,2,0.00019,0,0,0,0,5,0,5
626,kevin,,2,0.000189,0,0,0,0,2,0,2
627,BadAstronomer,,2,0.002866,0,0,0,0,20,0,20
628,OrbitalATK,,4,0.002885,0,0,0,0,43,0,43
629,YurisNight,,1,0.002227,0,0,0,0,11,0,11
630,stshank,,1,0.000188,0,0,0,0,4,0,4
631,RichardGarriott,,3,0.000189,0,0,0,0,6,0,6
632,b612foundation,,2,0.000189,0,0,0,0,3,0,3
633,chrishughes,,1,0.000188,0,0,0,0,2,0,2
634,harbingeralpha,,1,0.000188,0,0,0,0,4,0,4
635,nytimes,,2,0.00239,0,0,0,0,21,0,21
636,stevenbjohnson,,1,0.000188,0,0,0,0,2,0,2
637,MikeBloomberg,,2,0.000191,0,0,0,0,6,0,6
638,BillGates,,6,0.002451,0,0,0,0,17,0,17
639,NYTScience,,0,0.002398,0,0,0,0,22,0,22
640,BasilLeaf,,1,0.000189,0,0,0,0,4,0,4
641,TEDchris,,1,0.000189,0,0,0,0,3,0,3
642,SarahFKessler,,7,0.000188,0,0,0,0,2,0,2
643,noahr,,1,0.000188,0,0,0,0,2,0,2
644,EarthOutreach,,1,0.000189,0,0,0,0,5,0,5
645,GMapsPlatform,,0,0.000188,0,0,0,0,2,0,2
646,USGSLandCover,,0,0.000188,0,0,0,0,2,0,2
647,Benioff,,2,0.000189,0,0,0,0,4,0,4
648,charlesarthur,,7,0.000188,0,0,0,0,3,0,3
649,jmckenty,,1,0.000188,0,0,0,0,3,0,3
650,tim,,7,0.000188,0,0,0,0,3,0,3
651,kenli729,,7,0.000188,0,0,0,0,3,0,3
652,LaurieSegall,,2,0.000189,0,0,0,0,3,0,3
653,JoannaStern,,7,0.000189,0,0,0,0,5,0,5
654,harrymccracken,,7,0.000188,0,0,0,0,3,0,3
655,bxchen,,7,0.000188,0,0,0,0,3,0,3
656,joemfbrown,,7,0.000188,0,0,0,0,2,0,2
657,olgakharif,,1,0.000189,0,0,0,0,4,0,4
658,ASPRSorg,,0,0.000188,0,0,0,0,2,0,2
659,ceciliakang,,7,0.000188,0,0,0,0,4,0,4
660,petersvensson,,7,0.000188,0,0,0,0,3,0,3
661,jguynn,,1,0.000189,0,0,0,0,4,0,4
662,robhof,,7,0.000188,0,0,0,0,2,0,2
663,darlin,,7,0.000188,0,0,0,0,3,0,3
664,geoffreyfowler,,7,0.000188,0,0,0,0,3,0,3
665,EvelynRusli,,7,0.000188,0,0,0,0,3,0,3
666,liedtkesfc,,7,0.000188,0,0,0,0,3,0,3
667,dylan20,,7,0.000188,0,0,0,0,3,0,3
668,snackfight,,7,0.000188,0,0,0,0,3,0,3
669,JPManga,,7,0.000188,0,0,0,0,3,0,3
670,donal888,,7,0.000188,0,0,0,0,3,0,3
671,stephaniemehta,,7,0.000188,0,0,0,0,2,0,2
672,jeffreykluger,,2,0.000189,0,0,0,0,4,0,4
673,sfwriter,,7,0.000188,0,0,0,0,3,0,3
674,drvox,,2,0.000188,0,0,0,0,2,0,2
675,Revkin,,1,0.000195,0,0,0,0,2,0,2
676,om,,2,0.000188,0,0,0,0,2,0,2
677,KatieBoehret,,7,0.000188,0,0,0,0,3,0,3
678,waltmossberg,,7,0.000189,0,0,0,0,5,0,5
679,alexia,,7,0.000188,0,0,0,0,2,0,2
680,sarahcuda,,2,0.000189,0,0,0,0,3,0,3
681,karaswisher,,1,0.000189,0,0,0,0,5,0,5
682,jennydeluxe,,7,0.000188,0,0,0,0,2,0,2
683,levynews,,7,0.000188,0,0,0,0,3,0,3
684,tsgiles,,7,0.000188,0,0,0,0,3,0,3
685,satariano,,7,0.000188,0,0,0,0,3,0,3
686,dmac1,,7,0.000188,0,0,0,0,4,0,4
687,hblodget,,7,0.000188,0,0,0,0,2,0,2
688,markoff,,1,0.000188,0,0,0,0,3,0,3
689,DavidKirkpatric,,7,0.000188,0,0,0,0,3,0,3
690,jessiwrites,,7,0.000188,0,0,0,0,3,0,3
691,katiefehren,,2,0.000198,0,0,0,0,3,0,3
692,clairecm,,7,0.000188,0,0,0,0,3,0,3
693,SteveLohr,,7,0.000188,0,0,0,0,2,0,2
694,qhardy,,0,0.000188,0,0,0,0,2,0,2
695,mhelft,,1,0.000188,0,0,0,0,3,0,3
696,ISPCS,,3,0.00019,0,0,0,0,7,0,7
697,digiphile,,7,0.000188,0,0,0,0,3,0,3
698,Nancy_A,,1,0.00019,0,0,0,0,7,0,7
699,ahess247,,7,0.000188,0,0,0,0,3,0,3
700,BradStone,,1,0.000189,0,0,0,0,4,0,4
701,mat,,1,0.000188,0,0,0,0,4,0,4
702,jetjocko,,1,0.000189,0,0,0,0,5,0,5
703,exploratorium,,4,0.000191,0,0,0,0,7,0,7
704,markmcc,,7,0.000188,0,0,0,0,3,0,3
705,OReillyMedia,,0,0.000188,0,0,0,0,2,0,2
706,a_greenberg,,7,0.000188,0,0,0,0,3,0,3
707,jeffersongraham,,7,0.000188,0,0,0,0,2,0,2
708,jswartz,,7,0.000188,0,0,0,0,3,0,3
709,arielhs,,0,0.000188,0,0,0,0,2,0,2
710,NidhiSubs,,0,0.000188,0,0,0,0,2,0,2
711,dbiello,,1,0.000188,0,0,0,0,3,0,3
712,borenbears,,1,0.000189,0,0,0,0,5,0,5
713,Free_Space,,4,0.002359,0,0,0,0,19,0,19
714,nealunger,,0,0.000188,0,0,0,0,2,0,2
715,otherlab,,0,0.000188,0,0,0,0,2,0,2
716,davemorin,,1,0.000188,0,0,0,0,3,0,3
717,bethbeck,,4,0.002276,0,0,0,0,12,0,12
718,openscience,,3,0.000188,0,0,0,0,2,0,2
719,generationorbit,,7,0.00019,0,0,0,0,3,0,3
720,astrojenny,,1,0.000188,0,0,0,0,2,0,2
721,mapdragons,,2,0.000188,0,0,0,0,2,0,2
722,Jessicalessin,,2,0.000189,0,0,0,0,4,0,4
723,arielwaldman,,3,0.00019,0,0,0,0,7,0,7
724,planet4589,,5,0.002248,0,0,0,0,12,0,12
725,NASASocial,,4,0.002895,0,0,0,0,43,0,43
726,GISLounge,,0,0.000188,0,0,0,0,3,0,3
727,directionsmag,,0,0.000188,0,0,0,0,2,0,2
728,GeospatialM,,0,0.000188,0,0,0,0,2,0,2
729,NASAGoddard,,4,0.002896,0,0,0,0,44,0,44
730,ScienceChannel,,0,0.002329,0,0,0,0,18,0,18
731,UwinguSky,,3,0.000188,0,0,0,0,3,0,3
732,aiaa,,0,0.002341,0,0,0,0,21,0,21
733,SkyTruth,,7,0.000188,0,0,0,0,3,0,3
734,DiscoverMag,,4,0.002291,0,0,0,0,13,0,13
735,dcastelvecchi,,0,0.000188,0,0,0,0,3,0,3
736,sciam,,0,0.002377,0,0,0,0,20,0,20
737,worden,,4,0.000192,0,0,0,0,9,0,9
738,elakdawalla,,2,0.002626,0,0,0,0,22,0,22
739,b0yle,,5,0.002363,0,0,0,0,20,0,20
740,DisastersChart,,0,0.000188,0,0,0,0,4,0,4
741,newscientist,,0,0.002648,0,0,0,0,19,0,19
742,ITUSecGen,,7,0.000189,0,0,0,0,4,0,4
743,ITU,,7,0.000191,0,0,0,0,8,0,8
744,FCC,,2,0.000189,0,0,0,0,5,0,5
745,CommerceGov,,6,0.0002,0,0,0,0,10,0,10
746,NOAAComms,,6,0.000191,0,0,0,0,5,0,5
747,noaaocean,,6,0.000194,0,0,0,0,10,0,10
748,CIFOR,,0,0.000188,0,0,0,0,2,0,2
749,ICRAF,,0,0.000188,0,0,0,0,2,0,2
750,StevenLevy,,7,0.000188,0,0,0,0,2,0,2
751,scifri,,5,0.002289,0,0,0,0,16,0,16
752,biz,,4,0.000191,0,0,0,0,5,0,5
753,ev,,1,0.000188,0,0,0,0,3,0,3
754,jaltucher,,1,0.000189,0,0,0,0,3,0,3
755,linuxfoundation,,0,0.000188,0,0,0,0,2,0,2
756,jack,,2,0.000216,0,0,0,0,8,0,8
757,JoshuaDavisNow,,1,0.000188,0,0,0,0,2,0,2
758,MikeIsaac,,7,0.000188,0,0,0,0,2,0,2
759,afreedma,,1,0.000188,0,0,0,0,2,0,2
760,ClimateCentral,,1,0.000188,0,0,0,0,2,0,2
761,chr1sa,,1,0.000189,0,0,0,0,6,0,6
762,smallsats,,0,0.00019,0,0,0,0,6,0,6
763,boundlessgeo,,0,0.000188,0,0,0,0,2,0,2
764,hari,,1,0.000188,0,0,0,0,2,0,2
765,betsymason,,7,0.000188,0,0,0,0,3,0,3
766,ReutersScience,,0,0.00233,0,0,0,0,18,0,18
767,NASAClimate,,4,0.002483,0,0,0,0,19,0,19
768,theAGU,,5,0.002346,0,0,0,0,11,0,11
769,SethShostak,,1,0.000189,0,0,0,0,4,0,4
770,virgingalactic,,4,0.002417,0,0,0,0,25,0,25
771,IEEESpectrum,,3,0.000189,0,0,0,0,4,0,4
772,NASAEarth,,4,0.002789,0,0,0,0,31,0,31
773,mwikramanayake,,1,0.000188,0,0,0,0,2,0,2
774,danielas_bot,,0,0.000188,0,0,0,0,2,0,2
775,nadiamdrake,,1,0.000199,0,0,0,0,9,0,9
776,Sci_Phile,,2,0.00019,0,0,0,0,4,0,4
777,SpaceRef,,0,0.002408,0,0,0,0,26,0,26
778,richardbranson,,0,0.002387,0,0,0,0,22,0,22
779,Joi,,1,0.000188,0,0,0,0,2,0,2
780,NatureNews,,4,0.002265,0,0,0,0,12,0,12
781,physorg_com,,0,0.002474,0,0,0,0,16,0,16
782,indyfromspace,,1,0.000188,0,0,0,0,2,0,2
783,KurzweilAINews,,1,0.000188,0,0,0,0,3,0,3
784,slashdot,,2,0.000196,0,0,0,0,7,0,7
785,SpaceflightNow,,6,0.002509,0,0,0,0,32,0,32
786,joshjames,,1,0.000188,0,0,0,0,2,0,2
787,hackerdojo,,1,0.000188,0,0,0,0,2,0,2
788,WFP,,1,0.000189,0,0,0,0,4,0,4
789,WHO,,1,0.000188,0,0,0,0,4,0,4
790,UNICEF,,2,0.000189,0,0,0,0,4,0,4
791,UN,,6,0.002519,0,0,0,0,16,0,16
792,marissamayer,,1,0.000188,0,0,0,0,2,0,2
793,MarkHatch,,1,0.000188,0,0,0,0,2,0,2
794,algore,,2,0.000196,0,0,0,0,5,0,5
795,bethcomstock,,1,0.000188,0,0,0,0,2,0,2
796,OpenGov44,,1,0.000189,0,0,0,0,5,0,5
797,Lori_Garver,,5,0.00248,0,0,0,0,25,0,25
798,github,,0,0.000188,0,0,0,0,2,0,2
799,science,,4,0.000192,0,0,0,0,9,0,9
800,guardianscience,,0,0.002294,0,0,0,0,15,0,15
801,cintagliata,,5,0.000188,0,0,0,0,2,0,2
802,alexismadrigal,,4,0.000192,0,0,0,0,7,0,7
803,PaulGAllen,,1,0.000189,0,0,0,0,4,0,4
804,nickbilton,,7,0.000188,0,0,0,0,2,0,2
805,JCVenter,,1,0.000188,0,0,0,0,4,0,4
806,wef,,2,0.000189,0,0,0,0,4,0,4
807,michiokaku,,2,0.00019,0,0,0,0,7,0,7
808,StarTalkRadio,,2,0.002592,0,0,0,0,12,0,12
809,Reuters,,4,0.002462,0,0,0,0,17,0,17
810,WSJ,,2,0.002263,0,0,0,0,13,0,13
811,TIME,,4,0.002276,0,0,0,0,12,0,12
812,CNN,,6,0.002391,0,0,0,0,15,0,15
813,CBSNews,,2,0.000192,0,0,0,0,8,0,8
814,cnni,,0,0.00019,0,0,0,0,7,0,7
815,RodRoddenberry,,2,0.000189,0,0,0,0,2,0,2
816,kickstarter,,3,0.000189,0,0,0,0,4,0,4
817,NPRextra,,1,0.000188,0,0,0,0,3,0,3
818,NewsHour,,1,0.000188,0,0,0,0,5,0,5
819,ReutersBiz,,7,0.000188,0,0,0,0,3,0,3
820,Chad_Hurley,,1,0.000188,0,0,0,0,2,0,2
821,SpaceNews_Inc,,7,0.002688,0,0,0,0,40,0,40
822,macfound,,0,0.000188,0,0,0,0,2,0,2
823,SETIInstitute,,0,0.002376,0,0,0,0,22,0,22
824,bradtem,,1,0.000188,0,0,0,0,2,0,2
825,unfoundation,,0,0.000188,0,0,0,0,2,0,2
826,TheEconomist,,2,0.000192,0,0,0,0,10,0,10
827,USDA,,6,0.000196,0,0,0,0,7,0,7
828,WorldBank,,0,0.000188,0,0,0,0,2,0,2
829,UNDP,,7,0.000188,0,0,0,0,2,0,2
830,Esri,,6,0.00019,0,0,0,0,4,0,4
831,gisuser,,0,0.000188,0,0,0,0,2,0,2
832,jhagel,,1,0.000189,0,0,0,0,3,0,3
833,techreview,,2,0.002224,0,0,0,0,12,0,12
834,SteveCase,,1,0.000189,0,0,0,0,3,0,3
835,vkhosla,,1,0.000188,0,0,0,0,2,0,2
836,valleyhack,,2,0.000195,0,0,0,0,7,0,7
837,NASA_Technology,,4,0.002984,0,0,0,0,44,0,44
838,EFF,,2,0.000188,0,0,0,0,3,0,3
839,cboshuizen,,1,0.000188,0,0,0,0,2,0,2
840,Will4Planet,,3,0.000188,0,0,0,0,4,0,4
841,schingler,,1,0.000191,0,0,0,0,10,0,10
842,mattocko,,0,0.000188,0,0,0,0,2,0,2
843,james_on_Earth,,1,0.000188,0,0,0,0,2,0,2
844,DCVC,,0,0.000188,0,0,0,0,2,0,2
845,gtwhitesides,,2,0.002319,0,0,0,0,16,0,16
846,FutureJurvetson,,2,0.000196,0,0,0,0,8,0,8
847,timoreilly,,1,0.000189,0,0,0,0,4,0,4
848,joshk,,1,0.000189,0,0,0,0,3,0,3
849,jeff_foust,,0,0.002503,0,0,0,0,33,0,33
850,Pogue,,2,0.000198,0,0,0,0,10,0,10
851,ivan_mks63,,4,0.000211,0,0,0,0,4,0,4
852,GalileoFlight,,4,0.00019,0,0,0,0,2,0,2
853,Enterprise_Flt,,4,0.00019,0,0,0,0,3,0,3
854,HTVX_JAXA,,4,0.000193,0,0,0,0,2,0,2
855,astro_g_dogg,,4,0.000195,0,0,0,0,10,0,10
