Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,clustering
3937,astrowright,,3,0.000188,0,0,0,0,2,0,2,0.5
3938,OrbitalHorizon,,7,0.000188,0,0,0,0,3,0,3,0.666667
3939,SpaceFellowship,,1,0.000188,0,0,0,0,3,0,3,0.166667
3940,THR,,2,0.00019,0,0,0,0,3,0,3,0
3941,CBSTweet,,1,0.000188,0,0,0,0,2,0,2,0
3942,TelstraBcast,,1,0.000188,0,0,0,0,3,0,3,0.166667
3943,Astromavericks,,3,0.000188,0,0,0,0,2,0,2,1
3944,jasoncrusan,,3,0.000189,0,0,0,0,3,0,3,1
3945,bigelowspaceops,,3,0.000188,0,0,0,0,3,0,3,1
3946,RobertTBigelow,,3,0.000188,0,0,0,0,2,0,2,1
3947,JohnLegere,,7,0.000188,0,0,0,0,2,0,2,0.5
3948,Astro_Nicholas,,4,0.002286,0,0,0,0,11,0,11,0.745455
3949,Astro_127,,4,0.002362,0,0,0,0,12,0,12,0.636364
3950,InsideJSC,,4,0.000189,0,0,0,0,4,0,4,1
3951,Seeker,,4,0.000191,0,0,0,0,8,0,8,0.589286
3952,SecretaryFoxx,,6,0.00019,0,0,0,0,3,0,3,0.166667
3953,SmithsonianMag,,4,0.000189,0,0,0,0,3,0,3,0.333333
3954,museumofflight,,3,0.000188,0,0,0,0,2,0,2,1
3955,Florida_Today,,6,0.00019,0,0,0,0,4,0,4,0.416667
3956,shuttlestation,,1,0.000188,0,0,0,0,3,0,3,1
3957,moontoday,,1,0.000188,0,0,0,0,3,0,3,0.666667
3958,USATODAY,,4,0.000192,0,0,0,0,6,0,6,0.366667
3959,FoxNewsTech,,6,0.000188,0,0,0,0,2,0,2,0.5
3960,MSL_101,,6,0.000189,0,0,0,0,2,0,2,0.5
3961,AstroDude,,4,0.002282,0,0,0,0,11,0,11,0.636364
3962,astroengine,,4,0.00019,0,0,0,0,6,0,6,0.8
3963,AstronomyFM,,1,0.000189,0,0,0,0,2,0,2,0
3964,IBEX_NASA,,4,0.00019,0,0,0,0,4,0,4,0.916667
3965,PlanetaryHabLab,,4,0.000189,0,0,0,0,2,0,2,0.5
3966,AstronautWoman,,1,0.000189,0,0,0,0,4,0,4,0.25
3967,TheSpaceTrap,,1,0.000188,0,0,0,0,3,0,3,0.666667
3968,ai_sol,,3,0.000189,0,0,0,0,2,0,2,0
3969,NWSMelbourne,,4,0.000191,0,0,0,0,3,0,3,0.833333
3970,SenTedCruz,,6,0.000189,0,0,0,0,2,0,2,0.5
3971,ThirdRockRadio,,4,0.000197,0,0,0,0,8,0,8,0.732143
3972,SethGreen,,2,0.000193,0,0,0,0,9,0,9,0.472222
3973,DrVonBraun,,1,0.000189,0,0,0,0,2,0,2,0
3974,AndreaFarmer,,1,0.000189,0,0,0,0,4,0,4,0.5
3975,nasajim,,4,0.000191,0,0,0,0,6,0,6,0.8
3976,AstroScholarFdn,,4,0.000192,0,0,0,0,4,0,4,0.75
3977,congbillposey,,6,0.000189,0,0,0,0,2,0,2,0.5
3978,Rocky_Sci,,4,0.00019,0,0,0,0,3,0,3,0.833333
3979,The_Co_Host,,1,0.000189,0,0,0,0,2,0,2,0
3980,FDArecalls,,7,0.000188,0,0,0,0,2,0,2,0
3981,Entirl,,7,0.000188,0,0,0,0,2,0,2,0.5
3982,FedEx,,3,0.000189,0,0,0,0,3,0,3,0.333333
3983,OilAndGasPeople,,7,0.000188,0,0,0,0,2,0,2,0.5
3984,MaxFagin,,5,0.000188,0,0,0,0,2,0,2,0
3985,Garmin,,7,0.000188,0,0,0,0,2,0,2,0.5
3986,JohnsHopkins,,7,0.000188,0,0,0,0,2,0,2,0.5
3987,cscmp,,7,0.000188,0,0,0,0,2,0,2,0
3988,SecElaineChao,,6,0.000194,0,0,0,0,2,0,2,0
3989,EU_MARE,,7,0.000188,0,0,0,0,2,0,2,0.5
3990,etherington,,3,0.000189,0,0,0,0,3,0,3,0
3991,TelespazioBR,,7,0.000188,0,0,0,0,2,0,2,0.5
3992,MetOceanDS,,7,0.000188,0,0,0,0,2,0,2,0.5
3993,pharmalot,,7,0.000188,0,0,0,0,2,0,2,0
3994,portstrategy,,7,0.000188,0,0,0,0,2,0,2,0.5
3995,SpaceComExpo,,1,0.00019,0,0,0,0,3,0,3,0.5
3996,skypatrol,,7,0.000188,0,0,0,0,2,0,2,0.5
3997,IoTWorldToday,,7,0.000188,0,0,0,0,2,0,2,0
3998,US_FDA,,7,0.000188,0,0,0,0,2,0,2,0
3999,AbsolutSpaceGuy,,1,0.000189,0,0,0,0,4,0,4,0.333333
4000,CosmosRevealed,,1,0.000188,0,0,0,0,2,0,2,0
4001,Pardot,,1,0.000188,0,0,0,0,2,0,2,0
4002,IMarEST,,7,0.000188,0,0,0,0,2,0,2,0.5
4003,marinenews,,7,0.000188,0,0,0,0,2,0,2,0.5
4004,oilandgasnews,,7,0.000188,0,0,0,0,2,0,2,0.5
4005,track24ltd,,7,0.000188,0,0,0,0,2,0,2,0.5
4006,M2MDataCorp,,7,0.000188,0,0,0,0,2,0,2,0.5
4007,CaterpillarInc,,7,0.000188,0,0,0,0,2,0,2,0.5
4008,SatLinkCom,,7,0.000189,0,0,0,0,2,0,2,0.5
4009,randmcnally,,2,0.000189,0,0,0,0,2,0,2,0.5
4010,theM2Mguru,,7,0.000188,0,0,0,0,2,0,2,0.5
4011,thedirtysheets,,7,0.000188,0,0,0,0,2,0,2,0.5
4012,Frost_Sullivan,,7,0.000188,0,0,0,0,2,0,2,0.5
4013,OilandGasnew,,7,0.000188,0,0,0,0,2,0,2,0.5
4014,CalAmp,,7,0.000188,0,0,0,0,2,0,2,0.5
4015,MiXTelematics,,7,0.000188,0,0,0,0,2,0,2,0.5
4016,ProfEng,,7,0.000188,0,0,0,0,2,0,2,0
4017,M2MConnectivity,,7,0.000188,0,0,0,0,2,0,2,0.5
4018,KORE_Wireless,,7,0.000188,0,0,0,0,2,0,2,0.5
4019,moikenny,,7,0.000188,0,0,0,0,2,0,2,0.5
4020,RedWhiteBlueDot,,7,0.000188,0,0,0,0,2,0,2,0.5
4021,tomcostellonbc,,2,0.000189,0,0,0,0,2,0,2,0
4022,Readygov,,6,0.000194,0,0,0,0,7,0,7,0.571429
4023,BearGrylls,,1,0.000189,0,0,0,0,3,0,3,0.333333
4024,rclague,,1,0.000188,0,0,0,0,2,0,2,0
4025,Clearedthetower,,1,0.000188,0,0,0,0,2,0,2,0
4026,MDW_USARMY,,6,0.00019,0,0,0,0,3,0,3,0.666667
4027,DefLogistics,,7,0.000188,0,0,0,0,2,0,2,0
