Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,clustering
2842,US_TRANSCOM,,6,0.000192,0,0,0,0,8,0,8,0.571429
2843,USNorthernCmd,,6,0.0025,0,0,0,0,13,0,13,0.685897
2844,USAfricaCommand,,6,0.000194,0,0,0,0,8,0,8,0.714286
2845,INDOPACOM,,6,0.000193,0,0,0,0,8,0,8,0.785714
2846,US_EUCOM,,6,0.000193,0,0,0,0,8,0,8,0.785714
2847,thejointstaff,,6,0.000196,0,0,0,0,10,0,10,0.777778
2848,TheeSpaceDude,,3,0.000188,0,0,0,0,2,0,2,0.5
2849,JustinRoiland,,2,0.000191,0,0,0,0,4,0,4,0.25
2850,BettinaInclan,,4,0.000191,0,0,0,0,5,0,5,0.6
2851,Astra,,3,0.000188,0,0,0,0,3,0,3,0.333333
2852,teslacn,,2,0.000193,0,0,0,0,2,0,2,1
2853,DrSianProctor,,4,0.000189,0,0,0,0,3,0,3,0.333333
2854,Astro_Stephanie,,4,0.000192,0,0,0,0,5,0,5,0.75
2855,AstroMD_Yvonne,,3,0.000188,0,0,0,0,2,0,2,0.5
2856,solarrsystem,,3,0.000188,0,0,0,0,2,0,2,0.5
2857,DeepAstronomy,,6,0.000189,0,0,0,0,2,0,2,1
2858,rocketdebruin,,3,0.000188,0,0,0,0,2,0,2,0.5
2859,Grimezsz,,2,0.000194,0,0,0,0,3,0,3,0.666667
2860,space_jim1,,6,0.000191,0,0,0,0,4,0,4,0.333333
2861,SamHarrisOrg,,2,0.000196,0,0,0,0,4,0,4,0.333333
2862,RealLifeStarman,,3,0.000189,0,0,0,0,3,0,3,0.5
2863,considercosmos,,3,0.000189,0,0,0,0,3,0,3,0.166667
2864,OPT_Telescopes,,3,0.000188,0,0,0,0,2,0,2,0.5
2865,flcnhvy,,2,0.000193,0,0,0,0,2,0,2,1
2866,PhotonEmpress,,5,0.000188,0,0,0,0,2,0,2,1
2867,EmilyLCarney,,5,0.000189,0,0,0,0,3,0,3,0.666667
2868,MarkRober,,4,0.000189,0,0,0,0,3,0,3,0.333333
2869,DMOberhaus,,5,0.000188,0,0,0,0,3,0,3,0.333333
2870,RachCrane,,5,0.000192,0,0,0,0,7,0,7,0.404762
2871,poppy_northcutt,,4,0.00019,0,0,0,0,4,0,4,0.5
2872,zenanaut,,4,0.000196,0,0,0,0,9,0,9,0.875
2873,marylizbender,,5,0.000189,0,0,0,0,3,0,3,0.666667
2874,AFThunderbirds,,6,0.000195,0,0,0,0,8,0,8,0.732143
2875,Liv_Boeree,,2,0.000194,0,0,0,0,3,0,3,0.666667
2876,relativityspace,,3,0.00019,0,0,0,0,7,0,7,0.428571
2877,PaytonBarnwell,,3,0.000188,0,0,0,0,2,0,2,0.5
2878,Stratolaunch,,4,0.000189,0,0,0,0,4,0,4,0.833333
2879,Virgin_Orbit,,4,0.002269,0,0,0,0,11,0,11,0.418182
2880,Robotbeat,,7,0.000188,0,0,0,0,2,0,2,0
2881,kelliegerardi,,4,0.000189,0,0,0,0,5,0,5,0.3
2882,thetimellis,,3,0.000189,0,0,0,0,4,0,4,0.25
2883,abexlumberg,,2,0.000189,0,0,0,0,2,0,2,0
2884,TheSpaceshipCo,,3,0.000189,0,0,0,0,6,0,6,0.7
2885,AstronautAbby,,1,0.00019,0,0,0,0,5,0,5,0.45
2886,thenasaman,,3,0.000189,0,0,0,0,3,0,3,0.333333
2887,Casey,,2,0.000189,0,0,0,0,2,0,2,0
2888,MoreMorganB,,3,0.000188,0,0,0,0,2,0,2,0.5
2889,movaglobes,,3,0.000188,0,0,0,0,2,0,2,0.5
2890,Hillarycoe,,4,0.000189,0,0,0,0,4,0,4,0.166667
2891,XplorStation,,1,0.000188,0,0,0,0,2,0,2,0
2892,ryanchylinski,,5,0.000188,0,0,0,0,2,0,2,1
2893,harriet_brettle,,5,0.000188,0,0,0,0,2,0,2,1
2894,ProjectHabu,,1,0.000188,0,0,0,0,2,0,2,0
2895,smartereveryday,,4,0.000192,0,0,0,0,7,0,7,0.285714
2896,Spacefest,,6,0.000189,0,0,0,0,2,0,2,0
2897,AstroAthens,,5,0.000189,0,0,0,0,3,0,3,0.666667
2898,SimoneGiertz,,5,0.000188,0,0,0,0,3,0,3,0.833333
2899,WeReportSpace,,6,0.00019,0,0,0,0,3,0,3,0.666667
2900,DanielleRGunn,,5,0.000188,0,0,0,0,2,0,2,1
2901,SpaceLaunchNow,,7,0.000188,0,0,0,0,2,0,2,0
2902,tim846,,1,0.000189,0,0,0,0,6,0,6,0.6
2903,fcain,,1,0.000189,0,0,0,0,4,0,4,0.75
2904,ThaddeusCes,,5,0.000188,0,0,0,0,2,0,2,1
2905,emfurf,,1,0.000188,0,0,0,0,2,0,2,0
2906,MikeMongo,,3,0.000188,0,0,0,0,3,0,3,0.333333
2907,ExploreSpaceKSC,,4,0.002571,0,0,0,0,22,0,22,0.487013
2908,LorettaWhtsides,,1,0.00019,0,0,0,0,5,0,5,0.45
2909,arianecornell,,3,0.000189,0,0,0,0,3,0,3,0.166667
2910,Xtina_Korp,,3,0.000188,0,0,0,0,2,0,2,0.5
2911,EMSpeck,,7,0.000189,0,0,0,0,3,0,3,0.166667
2912,ACLU,,2,0.000189,0,0,0,0,3,0,3,0.166667
2913,Astro_Flow,,4,0.002479,0,0,0,0,23,0,23,0.575099
2914,jaredhead,,5,0.000188,0,0,0,0,2,0,2,1
2915,GabbyGiffords,,6,0.00019,0,0,0,0,6,0,6,0.433333
2916,VAXHeadroom,,1,0.000188,0,0,0,0,3,0,3,0.5
2917,AmyShiraTeitel,,4,0.00019,0,0,0,0,7,0,7,0.595238
2918,Astro_Sandy,,4,0.002424,0,0,0,0,17,0,17,0.599265
2919,KerbalSpaceP,,1,0.000189,0,0,0,0,4,0,4,0.75
2920,beINSPORTS,,7,0.000197,0,0,0,0,2,0,2,1
2921,AJENews,,7,0.000195,0,0,0,0,2,0,2,0
2922,SpaceAustralia,,1,0.000196,0,0,0,0,4,0,4,0.25
2923,SatelliteToday,,7,0.0002,0,0,0,0,9,0,9,0.222222
2924,rpctelecom,,7,0.000195,0,0,0,0,2,0,2,0.5
2925,KesselRunAF,,6,0.000191,0,0,0,0,2,0,2,1
2926,dave_brown24,,6,0.000188,0,0,0,0,2,0,2,0.5
2927,TheDEWLine,,6,0.000188,0,0,0,0,3,0,3,0.166667
2928,JeffSchogol,,6,0.000189,0,0,0,0,3,0,3,0.833333
2929,48FighterWing,,6,0.000188,0,0,0,0,2,0,2,1
2930,RepMikeRogersAL,,6,0.000188,0,0,0,0,2,0,2,0.5
2931,michaeldrich,,6,0.000188,0,0,0,0,2,0,2,0.5
2932,RealAFOSI,,6,0.000189,0,0,0,0,3,0,3,1
2933,USEmbassyWarsaw,,6,0.000189,0,0,0,0,2,0,2,0.5
2934,CSkidmoreUK,,6,0.000188,0,0,0,0,2,0,2,0
2935,Policy_Exchange,,6,0.000188,0,0,0,0,2,0,2,0
2936,mcuban,,2,0.000189,0,0,0,0,3,0,3,0.166667
2937,UnderSecArmy,,6,0.00019,0,0,0,0,5,0,5,0.75
2938,133rdAW,,6,0.000188,0,0,0,0,2,0,2,1
2939,missy_ryan,,6,0.000189,0,0,0,0,2,0,2,0.5
2940,JeffMartinFL,,6,0.000189,0,0,0,0,3,0,3,0.666667
2941,173rdFW,,6,0.000188,0,0,0,0,2,0,2,1
2942,MajorCBS,,6,0.000188,0,0,0,0,2,0,2,0.5
2943,KellyannePolls,,6,0.000211,0,0,0,0,3,0,3,0.666667
2944,VPPressSec,,3,0.000188,0,0,0,0,2,0,2,0.5
2945,popmechdefense,,6,0.000188,0,0,0,0,3,0,3,0.833333
2946,1stAF,,6,0.000188,0,0,0,0,2,0,2,1
2947,GrahamBlog,,6,0.000188,0,0,0,0,2,0,2,0.5
2948,SD_Guard,,6,0.000188,0,0,0,0,2,0,2,1
2949,JBLEnews,,6,0.000188,0,0,0,0,2,0,2,1
2950,sesamestreet,,1,0.000188,0,0,0,0,2,0,2,0
2951,arkansasguard,,6,0.000188,0,0,0,0,2,0,2,1
2952,rep_stevewomack,,6,0.000189,0,0,0,0,3,0,3,0.5
2953,DVIDSHub,,6,0.000192,0,0,0,0,8,0,8,0.642857
2954,388fw,,6,0.000188,0,0,0,0,2,0,2,1
2955,AirNatlGuard,,6,0.000193,0,0,0,0,6,0,6,0.466667
2956,22ARW,,6,0.000188,0,0,0,0,2,0,2,1
2957,TeamTyndall,,6,0.00019,0,0,0,0,3,0,3,1
2958,GovernorKayIvey,,6,0.000188,0,0,0,0,2,0,2,0.5
2959,AFWERX,,6,0.000194,0,0,0,0,7,0,7,0.833333
2960,SJAFB,,6,0.000188,0,0,0,0,2,0,2,1
2961,fema,,6,0.000197,0,0,0,0,10,0,10,0.455556
2962,the_USO,,6,0.000191,0,0,0,0,7,0,7,0.595238
2963,TheJusticeDept,,6,0.000196,0,0,0,0,6,0,6,0.666667
2964,97AMW,,6,0.000188,0,0,0,0,2,0,2,1
2965,ScottAFB,,6,0.000188,0,0,0,0,2,0,2,1
2966,AETCommand,,6,0.000193,0,0,0,0,6,0,6,0.866667
2967,Andrews_JBA,,6,0.000189,0,0,0,0,3,0,3,0.833333
2968,AFRL_CC,,6,0.000188,0,0,0,0,2,0,2,0.5
2969,10thAirForce,,6,0.00019,0,0,0,0,3,0,3,1
2970,HASCDemocrats,,6,0.00019,0,0,0,0,4,0,4,0.916667
2971,SASCMajority,,6,0.000189,0,0,0,0,3,0,3,0.833333
2972,TeamMisawa,,6,0.000188,0,0,0,0,2,0,2,1
2973,7thAF,,6,0.000188,0,0,0,0,2,0,2,1
2974,AFNlistens,,6,0.000189,0,0,0,0,2,0,2,0.5
2975,TAPSorg,,6,0.000189,0,0,0,0,3,0,3,0.833333
2976,AFNtelevision,,6,0.000189,0,0,0,0,3,0,3,0.833333
2977,DoolittleInst,,6,0.000189,0,0,0,0,3,0,3,0.666667
2978,SASCDems,,6,0.000188,0,0,0,0,2,0,2,1
2979,SOFWERX,,6,0.000191,0,0,0,0,3,0,3,1
2980,markknoller,,3,0.000188,0,0,0,0,2,0,2,0.5
2981,JBSA_Official,,6,0.000188,0,0,0,0,2,0,2,1
2982,Travis60AMW,,6,0.000188,0,0,0,0,2,0,2,1
2983,CBSEveningNews,,6,0.00019,0,0,0,0,3,0,3,0.5
2984,AFOSR,,6,0.000193,0,0,0,0,8,0,8,0.732143
2985,NBCNightlyNews,,2,0.00019,0,0,0,0,5,0,5,0.15
2986,politico,,6,0.000191,0,0,0,0,8,0,8,0.357143
2987,ACapaccio,,6,0.000189,0,0,0,0,3,0,3,0.833333
2988,Whiteman_AFB,,6,0.00019,0,0,0,0,4,0,4,1
2989,SecArmy,,6,0.00019,0,0,0,0,5,0,5,0.9
2990,aupress,,6,0.000188,0,0,0,0,2,0,2,1
2991,OIRSpox,,6,0.000189,0,0,0,0,4,0,4,0.916667
2992,WarOnTheRocks,,6,0.000188,0,0,0,0,3,0,3,0.833333
2993,NatCapWing,,6,0.000189,0,0,0,0,4,0,4,0.833333
2994,Hurlburt_Field,,6,0.000191,0,0,0,0,4,0,4,0.833333
2995,ArlingtonNatl,,6,0.000189,0,0,0,0,3,0,3,0.833333
2996,122fighterwing,,6,0.000188,0,0,0,0,2,0,2,1
2997,188thWG,,6,0.000188,0,0,0,0,2,0,2,1
2998,AF_MBB,,6,0.000188,0,0,0,0,2,0,2,1
2999,DMAFB,,6,0.000188,0,0,0,0,2,0,2,1
3000,CivilAirPatrol,,6,0.000189,0,0,0,0,3,0,3,0.833333
3001,HAFB,,6,0.000189,0,0,0,0,3,0,3,1
3002,beverstine,,6,0.00019,0,0,0,0,2,0,2,1
3003,SecondLady,,6,0.000213,0,0,0,0,5,0,5,0.65
3004,TeamMinot,,6,0.00019,0,0,0,0,4,0,4,1
3005,AASCU,,6,0.000188,0,0,0,0,2,0,2,0.5
3006,APLU_News,,6,0.000188,0,0,0,0,2,0,2,0.5
3007,LGHNNSA,,6,0.000191,0,0,0,0,3,0,3,0.833333
3008,AFResearchLab,,6,0.002434,0,0,0,0,11,0,11,0.672727
3009,glubold,,6,0.000188,0,0,0,0,2,0,2,0.5
3010,USEmbBaghdad,,6,0.000189,0,0,0,0,2,0,2,0.5
3011,brett_mcgurk,,6,0.000188,0,0,0,0,2,0,2,1
3012,Commander_RS,,6,0.000189,0,0,0,0,2,0,2,0.5
3013,tomfriedman,,2,0.000191,0,0,0,0,3,0,3,0
3014,jakesNYT,,6,0.000189,0,0,0,0,2,0,2,0.5
3015,USAFHealth,,6,0.00019,0,0,0,0,6,0,6,0.833333
3016,Hanscom_AFB,,6,0.000189,0,0,0,0,4,0,4,0.833333
3017,AirForceMag,,6,0.000193,0,0,0,0,6,0,6,0.8
3018,JohnDingell,,2,0.000189,0,0,0,0,2,0,2,0
3019,NellisAFB,,6,0.000189,0,0,0,0,4,0,4,0.833333
3020,Creech_AFB,,6,0.000189,0,0,0,0,3,0,3,0.666667
3021,LukeAFB,,6,0.000192,0,0,0,0,6,0,6,0.766667
3022,barbarastarrcnn,,6,0.00019,0,0,0,0,5,0,5,0.75
3023,starsandstripes,,6,0.000193,0,0,0,0,8,0,8,0.732143
3024,HopeSeck,,6,0.000188,0,0,0,0,3,0,3,0.833333
3025,RCDefense,,6,0.000189,0,0,0,0,4,0,4,0.833333
3026,ChiefPentSpox,,6,0.00019,0,0,0,0,5,0,5,0.9
3027,AF_Falcons,,6,0.000191,0,0,0,0,4,0,4,0.916667
3028,DanLamothe,,6,0.00019,0,0,0,0,4,0,4,0.666667
3029,nationaljournal,,3,0.000189,0,0,0,0,3,0,3,0.333333
3030,BuzzFeedNews,,6,0.000189,0,0,0,0,2,0,2,0.5
3031,DavidLarter,,6,0.000188,0,0,0,0,2,0,2,0.5
3032,US_SOCEUR,,6,0.000188,0,0,0,0,2,0,2,1
3033,319thRW,,6,0.000188,0,0,0,0,2,0,2,1
3034,JenJudson,,6,0.00019,0,0,0,0,4,0,4,0.666667
3035,phildstewart,,6,0.000189,0,0,0,0,3,0,3,0.666667
3036,robertburnsAP,,6,0.000189,0,0,0,0,2,0,2,0.5
3037,julianbarnes,,6,0.000189,0,0,0,0,2,0,2,0.5
3038,DefenseBaron,,6,0.000189,0,0,0,0,3,0,3,0.666667
3039,RAFMildenhall,,6,0.000188,0,0,0,0,2,0,2,1
3040,HQUSAFEAFAF,,6,0.000192,0,0,0,0,5,0,5,0.85
3041,marcselinger,,6,0.000188,0,0,0,0,2,0,2,0.5
3042,StephenLosey,,6,0.00019,0,0,0,0,3,0,3,1
3043,VivienneMachi,,6,0.000189,0,0,0,0,3,0,3,0.666667
3044,ColinDefense,,6,0.000189,0,0,0,0,4,0,4,0.833333
3045,ANG_Recruiting,,6,0.000188,0,0,0,0,2,0,2,1
3046,USAFBand,,6,0.000189,0,0,0,0,3,0,3,1
3047,HQ_AFMC,,6,0.000192,0,0,0,0,7,0,7,0.880952
3048,usafpressdesk,,6,0.00019,0,0,0,0,5,0,5,0.85
3049,AFCareers,,6,0.000189,0,0,0,0,3,0,3,1
3050,AFW2,,6,0.00019,0,0,0,0,5,0,5,0.9
3051,SenJohnMcCain,,6,0.000189,0,0,0,0,4,0,4,0.416667
3052,FBI,,6,0.000205,0,0,0,0,10,0,10,0.566667
3053,CJTFOIR,,6,0.000189,0,0,0,0,4,0,4,0.916667
3054,USNATO,,6,0.00019,0,0,0,0,5,0,5,0.8
3055,PentagonPresSec,,6,0.000193,0,0,0,0,8,0,8,0.785714
3056,BroadcastBeat,,7,0.000191,0,0,0,0,3,0,3,0.166667
3057,ArabAdvisors,,7,0.000191,0,0,0,0,2,0,2,0.5
3058,ibcdaily,,7,0.000191,0,0,0,0,3,0,3,0.333333
3059,EBU_HQ,,7,0.000191,0,0,0,0,3,0,3,0.333333
3060,Irdeto,,7,0.000191,0,0,0,0,3,0,3,0.333333
3061,MsLisaCampbell,,7,0.00019,0,0,0,0,3,0,3,0.166667
3062,digitaltveurope,,7,0.000191,0,0,0,0,4,0,4,0.166667
3063,Yahlive,,7,0.00019,0,0,0,0,2,0,2,0.5
3064,BroadcastProME,,7,0.000191,0,0,0,0,3,0,3,0.333333
3065,TVBEurope,,7,0.000191,0,0,0,0,3,0,3,0.166667
3066,YoshikiOfficial,,2,0.000209,0,0,0,0,2,0,2,0
3067,NHC_Atlantic,,6,0.000193,0,0,0,0,6,0,6,0.366667
3068,jaxa_wdc,,4,0.000192,0,0,0,0,3,0,3,0.166667
3069,ASlavitt,,2,0.000188,0,0,0,0,2,0,2,0
3070,kairyssdal,,7,0.000188,0,0,0,0,2,0,2,0
3071,ScottGottliebMD,,4,0.000194,0,0,0,0,2,0,2,0.5
3072,Olympics,,6,0.000188,0,0,0,0,2,0,2,0.5
3073,spacegerst,,1,0.000188,0,0,0,0,2,0,2,1
3074,RainandHales,,4,0.000205,0,0,0,0,2,0,2,0.5
3075,yashar,,2,0.000188,0,0,0,0,2,0,2,0
3076,JonnyKimUSA,,4,0.000194,0,0,0,0,7,0,7,0.97619
3077,naval,,2,0.000189,0,0,0,0,2,0,2,0
3078,astro_hazzaa,,3,0.000189,0,0,0,0,3,0,3,0.5
3079,Astro_Alneyadi,,3,0.000188,0,0,0,0,2,0,2,0
3080,HouseScience,,5,0.000189,0,0,0,0,6,0,6,0.466667
3081,MeghanMcCain,,2,0.000189,0,0,0,0,2,0,2,0.5
3082,DrBrianMay,,2,0.000189,0,0,0,0,4,0,4,0.416667
3083,CDCemergency,,4,0.00019,0,0,0,0,6,0,6,0.5
3084,CDCgov,,6,0.000198,0,0,0,0,8,0,8,0.339286
3085,PeridotFlight,,4,0.00019,0,0,0,0,3,0,3,0.833333
3086,lunarloral,,4,0.000194,0,0,0,0,7,0,7,0.97619
3087,stingwray,,4,0.000189,0,0,0,0,3,0,3,1
3088,Astro_Woody,,4,0.000196,0,0,0,0,9,0,9,0.972222
3089,Alaskan_Astro,,4,0.000192,0,0,0,0,5,0,5,1
3090,US7thFleet,,6,0.000189,0,0,0,0,3,0,3,0.5
3091,Kaepernick7,,2,0.000189,0,0,0,0,2,0,2,0
3092,JSCSOS,,4,0.000194,0,0,0,0,2,0,2,0.5
3093,AdamMGrant,,2,0.000189,0,0,0,0,3,0,3,0.333333
3094,JedidahIslerPhD,,1,0.000195,0,0,0,0,3,0,3,0.5
3095,Astro_Tani,,4,0.00019,0,0,0,0,4,0,4,0.916667
3096,Astro_Duffy,,4,0.000192,0,0,0,0,5,0,5,0.55
3097,Astro_Rommel,,4,0.000193,0,0,0,0,7,0,7,0.738095
3098,astro_DonThomas,,4,0.000191,0,0,0,0,5,0,5,0.95
3099,ShuttleAlmanac,,4,0.000194,0,0,0,0,5,0,5,0.35
3100,SpaceCampUSA,,1,0.000191,0,0,0,0,9,0,9,0.486111
3101,NASA_EDGE,,4,0.002441,0,0,0,0,17,0,17,0.580882
3102,JJWatt,,4,0.00019,0,0,0,0,3,0,3,0.666667
3103,KingJames,,2,0.000189,0,0,0,0,2,0,2,0.5
3104,StarmusFestival,,5,0.000188,0,0,0,0,2,0,2,0.5
3105,RepBrianBabin,,4,0.00019,0,0,0,0,4,0,4,0.666667
3106,AllHandsMag,,6,0.000189,0,0,0,0,3,0,3,0.666667
3107,amfcse,,1,0.000188,0,0,0,0,2,0,2,1
3108,AstroMcBride,,4,0.000189,0,0,0,0,3,0,3,1
3109,librarycongress,,6,0.000192,0,0,0,0,7,0,7,0.428571
3110,Grandsire_Jules,,0,0.000188,0,0,0,0,3,0,3,0.833333
3111,ourshadesofblue,,3,0.000188,0,0,0,0,2,0,2,0
3112,NichelleIsUhura,,2,0.000191,0,0,0,0,5,0,5,0.3
3113,CongPalazzo,,3,0.000188,0,0,0,0,2,0,2,0
3114,JohnCornyn,,6,0.000188,0,0,0,0,3,0,3,0.5
3115,TXRandy14,,4,0.000188,0,0,0,0,2,0,2,1
3116,Stephist,,4,0.00019,0,0,0,0,5,0,5,0.7
3117,deray,,2,0.000189,0,0,0,0,3,0,3,0.166667
3118,edvancise,,1,0.000188,0,0,0,0,2,0,2,1
3119,TomJones_astro,,4,0.000189,0,0,0,0,3,0,3,1
3120,WarriorCare,,6,0.000189,0,0,0,0,4,0,4,0.5
3121,ROBO_Kam,,0,0.000188,0,0,0,0,2,0,2,1
3122,CaptainAwwsum,,1,0.000188,0,0,0,0,2,0,2,0
3123,KamalaHarris,,2,0.000191,0,0,0,0,3,0,3,0
3124,NASAaero,,4,0.002423,0,0,0,0,13,0,13,0.75
3125,flynavy,,6,0.00019,0,0,0,0,6,0,6,0.533333
3126,USNHistory,,6,0.000188,0,0,0,0,2,0,2,0.5
3127,BlueAngels,,4,0.00019,0,0,0,0,3,0,3,0.5
3128,jmfwork,,4,0.000191,0,0,0,0,2,0,2,0.5
3129,SenateFloor,,6,0.000189,0,0,0,0,3,0,3,0.5
3130,NavalMuseum,,1,0.000188,0,0,0,0,2,0,2,0
3131,questlove,,2,0.00019,0,0,0,0,2,0,2,0
3132,MorningCupOLava,,4,0.000189,0,0,0,0,2,0,2,0
3133,donnabrazile,,2,0.000189,0,0,0,0,3,0,3,0.166667
3134,Msuraev,,4,0.000195,0,0,0,0,8,0,8,0.892857
3135,AstroRayJ,,4,0.000192,0,0,0,0,4,0,4,1
3136,SpaceCenterHou,,4,0.000196,0,0,0,0,9,0,9,0.527778
3137,uhclavp,,4,0.000192,0,0,0,0,5,0,5,0.95
3138,SethStatler,,4,0.00019,0,0,0,0,4,0,4,1
3139,DavidWeaver,,4,0.000193,0,0,0,0,8,0,8,0.660714
3140,mental_floss,,2,0.000189,0,0,0,0,2,0,2,0
3141,NatGeoChannel,,1,0.000199,0,0,0,0,9,0,9,0.569444
3142,ExplorersClub,,4,0.000189,0,0,0,0,3,0,3,0.666667
3143,ArmedwScience,,6,0.00019,0,0,0,0,6,0,6,0.666667
3144,TexasMonthly,,2,0.000189,0,0,0,0,2,0,2,0.5
3145,usedgov,,6,0.000195,0,0,0,0,5,0,5,0.25
3146,USTradeRep44,,6,0.000188,0,0,0,0,2,0,2,0
3147,USDOL,,6,0.000195,0,0,0,0,5,0,5,0.25
3148,uscensusbureau,,6,0.000191,0,0,0,0,3,0,3,0.333333
3149,libbydoodle,,1,0.000189,0,0,0,0,3,0,3,0.833333
3150,andresdavid,,1,0.000188,0,0,0,0,3,0,3,1
3151,NASAJSCStudents,,4,0.000194,0,0,0,0,6,0,6,0.966667
3152,Astro_Taz,,4,0.000195,0,0,0,0,10,0,10,0.744444
3153,SpaceLauren,,1,0.00019,0,0,0,0,7,0,7,0.571429
3154,BrookeBCNN,,6,0.000188,0,0,0,0,2,0,2,0.5
3155,NicoleAtNASA,,4,0.000206,0,0,0,0,3,0,3,0.666667
3156,GovLoopAcademy,,6,0.000189,0,0,0,0,4,0,4,0.5
3157,BillClinton,,2,0.000189,0,0,0,0,3,0,3,0.333333
3158,BeschlossDC,,7,0.000188,0,0,0,0,2,0,2,0
3159,mary_roach,,1,0.000188,0,0,0,0,2,0,2,1
3160,soledadobrien,,2,0.000191,0,0,0,0,6,0,6,0.2
3161,jaredpolis,,3,0.000188,0,0,0,0,2,0,2,0
3162,TheAtlantic,,2,0.000189,0,0,0,0,5,0,5,0.1
3163,NPS_Monterey,,6,0.00019,0,0,0,0,5,0,5,0.65
3164,ForeignAffairs,,6,0.000188,0,0,0,0,2,0,2,0.5
3165,tavissmiley,,1,0.000188,0,0,0,0,2,0,2,0
3166,StephenAtHome,,2,0.002484,0,0,0,0,11,0,11,0.281818
3167,CalPoly,,5,0.000188,0,0,0,0,3,0,3,0.333333
3168,ezraklein,,2,0.000189,0,0,0,0,2,0,2,0
3169,baratunde,,2,0.000188,0,0,0,0,2,0,2,0
3170,SirKenRobinson,,1,0.000188,0,0,0,0,2,0,2,0
3171,NavalInstitute,,6,0.000189,0,0,0,0,4,0,4,0.5
3172,DEFCommunity,,6,0.000188,0,0,0,0,2,0,2,0
3173,Eugene_Robinson,,2,0.000189,0,0,0,0,3,0,3,0
3174,TEDNews,,2,0.000189,0,0,0,0,3,0,3,0
3175,ServeDotGov,,6,0.000188,0,0,0,0,2,0,2,0
3176,FLOTUS44,,5,0.00019,0,0,0,0,2,0,2,0
3177,repjohnlewis,,2,0.000188,0,0,0,0,2,0,2,0
3178,offnom,,3,0.000188,0,0,0,0,2,0,2,1
3179,ahmad_belhoul,,3,0.000188,0,0,0,0,2,0,2,1
3180,TorysMustache,,3,0.000188,0,0,0,0,2,0,2,1
3181,moogega,,5,0.000188,0,0,0,0,2,0,2,1
3182,maejemison,,4,0.002261,0,0,0,0,11,0,11,0.509091
3183,CanberraDSN,,4,0.00019,0,0,0,0,4,0,4,0.916667
3184,SDiPippo_OOSA,,0,0.000188,0,0,0,0,3,0,3,0.5
3185,UMengineering,,6,0.000188,0,0,0,0,2,0,2,0.5
3186,tj_tweets,,0,0.000188,0,0,0,0,2,0,2,0.5
3187,psisykes,,1,0.000189,0,0,0,0,3,0,3,0.833333
3188,nasaman58,,5,0.000188,0,0,0,0,2,0,2,1
3189,LASPatCU,,4,0.00019,0,0,0,0,4,0,4,0.666667
3190,BobbyBraun,,5,0.000189,0,0,0,0,4,0,4,0.666667
3191,NASAExpeditions,,4,0.002412,0,0,0,0,18,0,18,0.72549
3192,NASAPrize,,4,0.000193,0,0,0,0,8,0,8,0.821429
3193,NASA_OSBP,,4,0.000192,0,0,0,0,4,0,4,1
3194,NASA_APPEL,,4,0.000193,0,0,0,0,7,0,7,0.857143
3195,NASAHurricane,,4,0.000197,0,0,0,0,10,0,10,0.866667
3196,NASA_TDRS,,4,0.000194,0,0,0,0,6,0,6,1
3197,NASA_eClips,,4,0.000195,0,0,0,0,9,0,9,0.916667
3198,NASA_HQEM,,4,0.000189,0,0,0,0,2,0,2,1
3199,jmorhard,,4,0.000196,0,0,0,0,9,0,9,0.791667
3200,DesJarlaisTN04,,6,0.000188,0,0,0,0,2,0,2,0.5
3201,RepTomGraves,,6,0.000189,0,0,0,0,3,0,3,0.5
3202,RepMcKinley,,6,0.000188,0,0,0,0,2,0,2,0.5
3203,SenCapito,,6,0.000188,0,0,0,0,2,0,2,0.5
3204,OrbitBeyond,,1,0.000188,0,0,0,0,2,0,2,0.5
3205,GregWAutry,,3,0.000189,0,0,0,0,3,0,3,1
3206,AliVelshi,,2,0.00019,0,0,0,0,6,0,6,0.4
3207,PlanRad,,5,0.000188,0,0,0,0,2,0,2,1
3208,CarieLemack,,3,0.000188,0,0,0,0,2,0,2,1
3209,RepKinzinger,,6,0.000188,0,0,0,0,2,0,2,0.5
3210,v_wyche,,4,0.000189,0,0,0,0,2,0,2,1
3211,RyanUdell42,,5,0.000188,0,0,0,0,2,0,2,1
3212,TeamSpaceIL,,1,0.000189,0,0,0,0,5,0,5,0.65
3213,Astro_Pontes,,4,0.000189,0,0,0,0,3,0,3,1
3214,jeffmanber,,4,0.00019,0,0,0,0,5,0,5,0.85
3215,NASAExhibit,,4,0.000193,0,0,0,0,6,0,6,1
3216,CaseyDreier,,5,0.000188,0,0,0,0,3,0,3,0.833333
3217,janewells,,4,0.000189,0,0,0,0,5,0,5,0.3
3218,rboyle31,,5,0.000188,0,0,0,0,3,0,3,0.833333
3219,plutokiller,,5,0.000188,0,0,0,0,4,0,4,0.916667
3220,DrPhiltill,,1,0.00019,0,0,0,0,8,0,8,0.625
3221,PlanetQuest,,4,0.002326,0,0,0,0,15,0,15,0.67619
3222,Space_Jared,,3,0.000189,0,0,0,0,3,0,3,1
3223,chrismichel,,5,0.000188,0,0,0,0,2,0,2,1
3224,PappalardoJoe,,5,0.000188,0,0,0,0,4,0,4,0.666667
